sistema,nombre,titulo,descripcion
ABE,ABE:2019_Felcn,2019_Felcn,
ABE,ABE:20s_Tierras,20s_Tierras,
ABE,ABE:AP_Departamentales,AP_Departamentales,
ABE,ABE:AP_Nacionales,AP_Nacionales,
ABE,ABE:Abanico Aluvial Geomorfología,Abanico Aluvial Geomorfología,
ABE,ABE:Aeropuertos,Aeropuertos,
ABE,ABE:Area_Monitoreo_INV2021,Area_Monitoreo_INV2021,
ABE,ABE:Area_de_monitoreo,Area_de_monitoreo,
ABE,ABE:Areas_Monitoreo,Areas_Monitoreo,
ABE,ABE:Areas_Protegidas_de_Bolivia_Departamental,Areas_Protegidas_de_Bolivia_Departamental,
ABE,ABE:Areas_Protegidas_de_Bolivia_Municipal,Areas_Protegidas_de_Bolivia_Municipal,
ABE,ABE:Areas_Protegidas_de_Bolivia_Nacional,Areas_Protegidas_de_Bolivia_Nacional,
ABE,ABE:Areas_de_Monitoreo_emapa2021,Areas_de_Monitoreo_emapa2021,
ABE,ABE:Balance_Hidrico_(mm),Balance Hídrico (mm),
ABE,ABE:Beni_agua_20180117,Beni_agua_20180117,
ABE,ABE:Beni_agua_20180129,Beni_agua_20180129,
ABE,ABE:Bofedales,bofedal_CS,
ABE,ABE:COBERTURA ANTRÓPICO,COBERTURA ANTRÓPICO,
ABE,ABE:COBERTURA BOFEDALES,COBERTURA BOFEDALES,
ABE,ABE:COBERTURA CUERPOS DE AGUA,COBERTURA CUERPOS DE AGUA,
ABE,ABE:COBERTURA HERBAZAL VIVAZ_1A,COBERTURA HERBAZAL VIVAZ,
ABE,ABE:COBERTURA HERBAZAL VIVAZ_1B,COBERTURA HERBAZAL VIVAZ,
ABE,ABE:COBERTURA HERBAZAL VIVAZ_2,COBERTURA HERBAZAL VIVAZ,
ABE,ABE:COBERTURA HERBAZAL VIVAZ_3A,COBERTURA HERBAZAL VIVAZ,
ABE,ABE:COBERTURA HERBAZAL VIVAZ_3B,COBERTURA HERBAZAL VIVAZ,
ABE,ABE:COBERTURA HERBAZAL VIVAZ_4,COBERTURA HERBAZAL VIVAZ,
ABE,ABE:COBERTURA HERBAZAL VIVAZ_5,COBERTURA HERBAZAL VIVAZ,
ABE,ABE:COBERTURA HERBAZAL_1,COBERTURA HERBAZAL ANUAL,
ABE,ABE:COBERTURA HERBAZAL_2,COBERTURA HERBAZAL ANUAL,
ABE,ABE:COBERTURA HERBAZAL_3,COBERTURA HERBAZAL ANUAL,
ABE,ABE:COBERTURA HERBAZAL_4,COBERTURA HERBAZAL ANUAL,
ABE,ABE:COBERTURA HERBAZAL_DISPERSO1,COBERTURA HERBAZAL_DISPERSO1,
ABE,ABE:COBERTURA HERBAZAL_DISPERSO2,COBERTURA HERBAZAL_DISPERSO2,
ABE,ABE:COBERTURA HERBAZAL_DISPERSO3,COBERTURA HERBAZAL_DISPERSO3,
ABE,ABE:COBERTURA HERBAZAL_DISPERSO4,COBERTURA HERBAZAL_DISPERSO4,
ABE,ABE:COBERTURA HERBAZAL_PERENNE1A,COBERTURA HERBAZAL PERENNE,
ABE,ABE:COBERTURA HERBAZAL_PERENNE1B,COBERTURA HERBAZAL PERENNE,
ABE,ABE:COBERTURA HERBAZAL_PERENNE2,COBERTURA HERBAZAL PERENNE,
ABE,ABE:COBERTURA HERBAZAL_PERENNE3,COBERTURA HERBAZAL PERENNE,
ABE,ABE:COBERTURA SUPERFICIE SIN VEGETACIÓN,COBERTURA SUPERFICIE SIN VEGETACIÓN,
ABE,ABE:COBERTURA VÍAS,COBERTURA VÍAS,
ABE,ABE:COCA_2017_2018,COCA_2017_2018,
ABE,ABE:Centrales y Sindicatos UDESTRO CBBA,Centrales y Sindicatos UDESTRO CBBA,
ABE,ABE:Cobertura_UH_20_Suches,Cobertura_UH_20_Suches,
ABE,ABE:Coca_MA18_19s,Coca_MA18_19s,
ABE,ABE:Coca_MA18_20s1,Coca_MA18_20s1,
ABE,ABE:Coeficiente_de_escorrentia,Coeficiente de escorrentía ( % ),
ABE,ABE:Colina Baja Geomorfología,Colina Baja Geomorfología,
ABE,ABE:Colina Media Geomorfología,Colina Media Geomorfología,
ABE,ABE:Comunidades,Comunidades,
ABE,ABE:Comunidades_Cuenca_Suches,Comunidades Cuenca Suches,
ABE,ABE:Comunidades_INE_WGS84,Comunidades_INE_WGS84,
ABE,ABE:Densidad_Poblacional,Densidad Poblacional,
ABE,ABE:Departamentos_Bolivia,Departamentos_Bolivia,
ABE,ABE:Departamentos_Cultivos_2021,Departamentos_Cultivos_2021,
ABE,ABE:Departamentos_Cultivos_Invierno2021,Departamentos_invierno2021,
ABE,ABE:Escurrimiento_anual_CC_2060_mm_Escenario-1,"Escurrimiento anual CC 2060 (mm) E1: Pmax=-200mm,Tmax=4.4°C",
ABE,ABE:Escurrimiento_anual_CC_2060_mm_Escenario-2,"Escurrimiento anual CC 2060 (mm) E2: Pmax=-200mm,Tmin=0.3°C",
ABE,ABE:Escurrimiento_anual_CC_2060_mm_Escenario-3,"Escurrimiento anual CC 2060 (mm) E3: Pmin=+240mm,Tmax=4.4°C",
ABE,ABE:Escurrimiento_anual_CC_2060_mm_Escenario-4,"Escurrimiento anual CC 2060 (mm) E4: Pmin=+240mm,∆Tmin=0.3°C",
ABE,ABE:Establecimientos_de_Salud,Establecimientos de Salud,
ABE,ABE:Evapotranspiracion_potencial_mm,Evapotranspiración potencial (mm),
ABE,ABE:Evapotranspiracion_real_anual_CC_2060_mm_Escenario-1,"Evapotranspiración real anual CC 2060 (mm) E1: Pmax=-200mm,Tmax=4.4°C",
ABE,ABE:Evapotranspiracion_real_anual_CC_2060_mm_Escenario-2,"Evapotranspiración real anual CC 2060 (mm) E2: Pmax=-200mm,Tmin=0.3°C",
ABE,ABE:Evapotranspiracion_real_anual_CC_2060_mm_Escenario-3,"Evapotranspiración real anual CC 2060 (mm) E3: Pmin=+240mm,Tmax=4.4°C",
ABE,ABE:Evapotranspiracion_real_anual_CC_2060_mm_Escenario-4,"Evapotranspiración real anual CC 2060 (mm) E4: Pmin=+240mm,∆Tmin=0.3°C",
ABE,ABE:Evapotranspiracion_real_mm,Evapotranspiracion real (mm),
ABE,ABE:Geologia,Geología,
ABE,ABE:Glaciar Geomorfología,Glaciar Geomorfología,
ABE,ABE:Glaciar(U),Glaciar,
ABE,ABE:Indice_de_aridez_1980-1990,Indice de aridez 1980-1990,
ABE,ABE:Indice_de_aridez_1980-2015,Indice  de aridez 1980-2015,
ABE,ABE:Indice_de_aridez_1990-2000,Indice de aridez 1990-2000,
ABE,ABE:Indice_de_aridez_2000-2010,Indice  de aridez 2000-2010,
ABE,ABE:Indice_de_aridez_2010-2015,Indice de aridez 2010-2015,
ABE,ABE:Indice_de_aridez_Martonne,Indice de aridez Martonne,
ABE,ABE:Infraestructura_Industrial,Infraestructura Industrial,
ABE,ABE:Infraestructura_Recreacional,Infraestructura Recreacional,
ABE,ABE:Infraestructura_Urbana,Infraestructura Urbana,
ABE,ABE:Lago Geomorfología,Lago Geomorfología,
ABE,ABE:Lagos,Cuerpos de Agua,
ABE,ABE:Llanura Aluvial Geomorfología,Llanura Aluvial Geomorfología,
ABE,ABE:Llanura Fluviolacustre Geomorfología,Llanura Fluviolacustre Geomorfología,
ABE,ABE:Mapa_de_Calor_Comunidades,Mapa de Calor Comunidades,
ABE,ABE:Monitoreo_areas1,Monitoreo_areas1,
ABE,ABE:Montaña Baja Geomorfología,Montaña Baja Geomorfología,
ABE,ABE:Montaña alta pendiente fuerte Geomorfología,Montaña alta pendiente fuerte Geomorfología,
ABE,ABE:Montaña alta pendiente media Geomorfología,Montaña alta pendiente media Geomorfología,
ABE,ABE:Municipio__Cultivos_Invierno2021,Municipio_invierno2021,
ABE,ABE:Municipio_y_Distritos_suches,Municipios y Distritos Implicados,
ABE,ABE:Municipios_Cultivos_2021,Municipios_Cultivos_2021,
ABE,ABE:Municipios_coca,Municipios_coca,
ABE,ABE:OTROScultivos,OTROScultivos,
ABE,ABE:Pie de monte aluvial Geomorfología,Pie de monte aluvial Geomorfología,
ABE,ABE:Pie de monte superior Geomorfología,Pie de monte superior Geomorfología,
ABE,ABE:Pistas de aterrizaje,Pistas de aterrizaje,
ABE,ABE:Plan_uso_de_suelos,Plan_uso_de_suelos,
ABE,ABE:Planicie de inundación Geomorfología,Planicie de inundación Geomorfología,
ABE,ABE:Precipitacion_media_anual_mm,Precipitación media anual (mm),
ABE,ABE:Provincias_Cultivos_2021,Provincias_Cultivos_2021,
ABE,ABE:Provincias_Cultivos_Invierno2021,Provincias_invierno2021,
ABE,ABE:Reservas_Forestales,Reservas_Forestales,
ABE,ABE:Serrania Alta Geomorfología,Serrania Alta Geomorfología,
ABE,ABE:Serranía pendiente media Geomorfología,Serranía pendiente media Geomorfología,
ABE,ABE:Superficie_Construida,Superficie_Construida,
ABE,ABE:T_T_Pequeña,Tenencia Tierras Pequeña,
ABE,ABE:T_destinadas_cultivo_Beni,T_destinadas_cultivo_Beni,
ABE,ABE:T_destinadas_cultivo_CBBA,T_destinadas_cultivo_CBBA,
ABE,ABE:T_destinadas_cultivo_LAPAZ,T_destinadas_cultivo_LAPAZ,
ABE,ABE:T_destinadas_cultivo_SantaCruz,T_destinadas_cultivo_SantaCruz,
ABE,ABE:Tdestinadas_cultivo,Tdestinadas_cultivo,
ABE,ABE:Temperatura_media_anual_C,Temperatura media anual (°C),
ABE,ABE:Territorio_indigena_originaria_suches1,Tenencia Tierras Territorio Indígena Originaria,
ABE,ABE:Tierras19,Tierras19,
ABE,ABE:Trafico de ilicitos,Trafico de ilicitos,
ABE,ABE:UH_Nivel6_Principales_suches,Unidades Hidrográficas,
ABE,ABE:Uso_de_la_Tierra,Uso de la Tierra,
ABE,ABE:Valle Aluvial Geomorfología,Valle Aluvial Geomorfología,
ABE,ABE:Valle Glacial Geomorfología,Valle Glacial Geomorfología,
ABE,ABE:agua_clientepideproducto,agua_clientepideproducto,
ABE,ABE:balance_hidrico,Balance Hídrico,
ABE,ABE:caminos_fronterizos,caminos_fronterizos,
ABE,ABE:caudal_especifico,caudal_especifico,
ABE,ABE:comunitaria_Tenencia_tierras_suches,comunitaria_Tenencia_tierras_suches,
ABE,ABE:conceciones_mineras_cuenca_suches,Concesiones Mineras,
ABE,ABE:cultivos_coca,cultivos_coca,
ABE,ABE:demanda_consumoHumano_CS,demanda_consumoHumano_CS,
ABE,ABE:demanda_minera_CS,demanda_minera_CS,
ABE,ABE:demanda_pecuaria_CS,demanda_pecuaria_CS,
ABE,ABE:demanda_riego_CS,demanda_riego_CS,
ABE,ABE:densidad_Poblacional(U),densidad_Poblacional(U),
ABE,ABE:escorrentia,escorrentia,
ABE,ABE:infraestructura_minera_suches,Infraestructura Minera,
ABE,ABE:limite_cuenca_suches,Limite Cuenca Suches,
ABE,ABE:limites_fronterisos_cuencasuches2,Limites Fronterizos Perú-Bolivia,
ABE,ABE:lp_dsc_2018_filter_075,lp_dsc_2018_filter_075,
ABE,ABE:lp_dsc_2018_filter_080,lp_dsc_2018_filter_080,
ABE,ABE:lp_dsc_2018_filter_081,lp_dsc_2018_filter_081,
ABE,ABE:lp_dsc_2018_filter_082,lp_dsc_2018_filter_082,
ABE,ABE:lp_dsc_2018_filter_083,lp_dsc_2018_filter_083,
ABE,ABE:lp_dsc_2018_filter_084,lp_dsc_2018_filter_084,
ABE,ABE:lp_dsc_2018_filter_085,lp_dsc_2018_filter_085,
ABE,ABE:municipios339,municipios339,
ABE,ABE:pilcomayo20180124_wat,pilcomayo20180124_wat,
ABE,ABE:pilcomayo20180205_wat,pilcomayo20180205_wat,
ABE,ABE:propiedad_comunaria,Tenencia Tierras Propiedad Comunaria,
ABE,ABE:propiedad_comunitaria,Tenencia Tierras Propiedad Comunitaria,
ABE,ABE:radiacion_solar_anual,radiacion_solar_anual,
ABE,ABE:radiacion_solar_neta,radiacion_solar_neta,
ABE,ABE:red_hidrica_drenajenatural_principal3,Red Hídrica Principal,
ABE,ABE:red_hidrica_drenajenatural_secundario,Red Hídrica,
ABE,ABE:registrotopografico,registrotopografico,
ABE,ABE:registrotopograficos_no_validos,registrotopograficos_no_validos,
ABE,ABE:registrotopograficos_validos,registrotopograficos_validos,
ABE,ABE:reporte_conaltid,reporte_conaltid,
ABE,ABE:salud2y3nivel,salud2y3nivel,
ABE,ABE:superficies_de_actividad_minera_cuenca_suches,Superficie Actividad Minera,
ABE,ABE:tierra_comunitaria_de_origen,Tenencia Tierras Comunitaria de Origen,
ABE,ABE:unidad_educativa_cs,Unidades Educativas,
ABE,ABE:vias_trans_asfalto,Vías de transito Asfalto,
ABE,ABE:vias_trans_ripio_tierra,Vías de Transito Ripio,
ABE,ABE:zonas_utm,zonas_utm,
ABE,LITIO:BHEvapotranspiracion_mm_anio,BHEvapotranspiracion_mm_anio,
ABE,LITIO:BHExcedente_hidraulico_mm_anio,BHExcedente_hidraulico_mm_anio,
ABE,LITIO:BHPrecipitacion_mm_anio,BHPrecipitacion_mm_anio,
ABE,LITIO:BHRecarga_mm_anio,BHRecarga_mm_anio,
ABE,LITIO:Cuerpos_de_agua_coipasa,Cuerpos_de_agua_coipasa,
ABE,LITIO:Desplazamiento_Vertical,Desplazamiento_Vertical,
ABE,LITIO:Desplazamiento_vertical,Desplazamiento vertical,
ABE,LITIO:GEOLOGIA_COIPASA1,GEOLOGIA_COIPASA1,
ABE,LITIO:GEOMORFOLOGIA_COIPASA,GEOMORFOLOGIA_COIPASA,
ABE,LITIO:Glaciar_coipasa,Glaciar_coipasa,
ABE,LITIO:HIDROGRAFIA_COIPASA,HIDROGRAFIA_COIPASA,
ABE,LITIO:Hidrogeologia_coipasa,Hidrogeologia_coipasa,
ABE,LITIO:Interpolacion_de_puntos_Co_kriging,Interpolacion_de_puntos_Co_kriging,
ABE,LITIO:Limite_de_interes_del_Salar,Limite_de_interes_del_Salar,
ABE,LITIO:Limite_departamentalCOIPASA,Limite_departamentalCOIPASA,
ABE,LITIO:Limite_subcuenca_COIPASA,Limite_subcuenca_COIPASA,
ABE,LITIO:SCarbono_Organico_Cuenca,SCarbono_Organico_Cuenca,
ABE,LITIO:SContenido_de_Arcilla_Cuenca,SContenido_de_Arcilla_Cuenca,
ABE,LITIO:SContenido_de_Arena_Cuen,SContenido_de_Arena_Cuen,
ABE,LITIO:SContenido_de_Limo_Cuenca,SContenido_de_Limo_Cuenca,
ABE,LITIO:SDensidad_del_suelo_Cuenca,SDensidad_del_suelo_Cuenca,
ABE,LITIO:SFragmento_Grueso_Cuenca,SFragmento_Grueso_Cuenca,
ABE,LITIO:SIntercambio_de_cationes_Cuenca,SIntercambio_de_cationes_Cuenca,
ABE,LITIO:SIones_de_Hidrogeno_del_agua_pH_Cuenca,SIones_de_Hidrogeno_del_agua_pH_Cuenca,
ABE,LITIO:SNitrogeno_en_el_suelo_Cuenca,SNitrogeno_en_el_suelo_Cuenca,
ABE,LITIO:Velocidad,Velocidad,
ABE,LITIO:Vias_de_transporte_coipasa,Vias_de_transporte_coipasa,
ABE,LITIO:comunidades_cuenca_coipasa,comunidades_cuenca_coipasa,
ABE,SALUD:2016calidad_agua,2016calidad_agua,
ABE,SALUD:2017calidad_agua,2017calidad_agua,
ABE,SALUD:2018calidad_agua,2018calidad_agua,
ABE,SALUD:Comunidades_Salud,Comunidades_Salud,
ABE,SALUD:Limite_Comunidades_Salud,Limite_Comunidades_Salud,
ABE,SALUD:centros_de_salud,centros_de_salud,
ABE,SALUD:hospitales_salud_2doN,hospitales_salud_2doN,
ABE,SALUD:hospitales_salud_3erN,hospitales_salud_3erN,
