sistema,nombre,titulo,abstract
MOPSV,spearfish,Spearfish,"Spearfish City in Lawrence County, South Dakota

The area covered by the data set is in the vicinity of Spearfish and includes a majority of the Black Hills National Forest (i.e., Mount Rushmore)."
MOPSV,tasmania,Tasmania,Tasmania Australia from Digital Chart of the World.
MOPSV,tiger-ny,TIGER New York,Topologically Integrated Geographic Encoding and Referencing (TIGER) dataset for New York.
MOPSV,Sintrasig:Aeropuertos_Bolivia,Aeropuertos_Bolivia,
MOPSV,nurc:Arc_Sample,A sample ArcGrid file,
MOPSV,Sintrasig:Areas_Protegidas_2017_completo,Areas_Protegidas_2017_completo,
MOPSV,nurc:Img_Sample,North America sample imagery,
MOPSV,Sintrasig:Municipios_WGS84,Municipios_WGS84,
MOPSV,nurc:Pk50095,Pk50095,Pk50095 is a raster file accompanied by a spatial data file.
MOPSV,Sintrasig:Puertos_Bolivia_nuevos,Puertos_Bolivia_nuevos,
MOPSV,Sintrasig:Red_Vial_Fundamental_ABC_2017,Red_Vial_Fundamental_ABC_2017,
MOPSV,Sintrasig:Siniestralidad_Tramos_ABC_2017,Siniestralidad_Tramos_ABC_2017,
MOPSV,Sintrasig:aeropuertos,aeropuertos,
MOPSV,Sintrasig:amenaza_deslizamiento,amenaza_deslizamiento,amenaza_deslizamiento
MOPSV,sf:archsites,Spearfish archeological sites,"Sample data from GRASS, archeological sites location, Spearfish, South Dakota, USA"
MOPSV,sf:bugsites,Spearfish bug locations,"Sample data from GRASS, bug sites location, Spearfish, South Dakota, USA"
MOPSV,Sintrasig:capital_departamental,capital_departamental,
MOPSV,Sintrasig:capital_municipal,capital_municipal,
MOPSV,Sintrasig:capital_prov,capital_prov,
MOPSV,Sintrasig:carreteras,carreteras,
MOPSV,Sintrasig:centros_poblados,centros_poblados,
MOPSV,Sintrasig:departamentos,departamentos,
MOPSV,Sintrasig:estaciones,estaciones,
MOPSV,Sintrasig:geometria_aereo,geometria_aereo,
MOPSV,Sintrasig:geometria_departamentos,geometria_departamentos,
MOPSV,Sintrasig:geometria_ferreo,geometria_ferreo,
MOPSV,Sintrasig:geometria_fluvial,geometria_fluvial,
MOPSV,Sintrasig:geometria_rutas,geometria_rutas,
MOPSV,tiger:giant_polygon,World rectangle,"A simple rectangular polygon covering most of the world, it's only used for the purpose of providing a background (WMS bgcolor could be used instead)"
MOPSV,Sintrasig:inundacion,inundacion,inundacion
MOPSV,nurc:mosaic,mosaic,Italian sample mosaic
MOPSV,Sintrasig:municipios,municipios,
MOPSV,tiger:poi,Manhattan (NY) points of interest,"Points of interest in New York, New York (on Manhattan). One of the attributes contains the name of a file with a picture of the point of interest."
MOPSV,tiger:poly_landmarks,Manhattan (NY) landmarks,"Manhattan landmarks, identifies water, lakes, parks, interesting buildilngs"
MOPSV,Sintrasig:provincias,provincias,
MOPSV,Sintrasig:puertos,puertos,
MOPSV,sf:restricted,Spearfish restricted areas,"Sample data from GRASS, restricted areas, Spearfish, South Dakota, USA"
MOPSV,sf:roads,Spearfish roads,"Sample data from GRASS, road layout, Spearfish, South Dakota, USA"
MOPSV,sf:sfdem,Spearfish elevation,"Digital elevation model for the Spearfish region.

sfdem is a Tagged Image File Format with Geographic information"
MOPSV,Sintrasig:sismicidad,sismicidad,sismicidad
MOPSV,Sintrasig:sismos_registrados,sismos_registrados,sismos_registrados
MOPSV,topp:states,USA Population,This is some census data on the states.
MOPSV,sf:streams,Spearfish streams,"Sample data from GRASS, streams, Spearfish, South Dakota, USA"
MOPSV,topp:tasmania_cities,Tasmania cities,"Cities in Tasmania (actually, just the capital)"
MOPSV,topp:tasmania_roads,Tasmania roads,Main Tasmania roads
MOPSV,topp:tasmania_state_boundaries,Tasmania state boundaries,Tasmania state boundaries
MOPSV,topp:tasmania_water_bodies,Tasmania water bodies,Tasmania water bodies
MOPSV,tiger:tiger_roads,Manhattan (NY) roads,Highly simplified road layout of Manhattan in New York..
MOPSV,Sintrasig:tpda,tpda,
MOPSV,Sintrasig:vias_ferreas,vias_ferreas,
MOPSV,Sintrasig:vulnerabilidad,vulnerabilidad,vulnerabilidad
GeoBolivia,vturismo:Destino_Turistico_MCyT2018,15 Destinos Turísticos de Bolivia 2019,"Localización de los 15 destinos turísticos del Estado Plurinacional de Bolivia, es una política del Ministerio de Culturas y Turismo, promocionar y dar a conocer los 15 destinos  que no solo se refieren a lugares geográficos, sino que abarcan pueblos, comunidades, costumbres y caminos que los rodean.  Información obtenida del Ministerio de Culturas y Turismo, actualizada hasta enero del 2019."
GeoBolivia,fondos:273_municipios_1985,273 municipios (1985),"Limites administrativos de 273 municipios, actualizado a 1985"
GeoBolivia,fondos:288_municipios_1989,288 municipios (1989),"Limites administrativos de 288 municipios, actualizado a 1989"
GeoBolivia,msyd:ruta_maraton,2do circuito de la carrera pedestre 10 K Presidente EVO,"Ruta de maraton 10K, organizada por el Viceministerio de Deportes"
GeoBolivia,fondos:301_municipios_1993,301 municipios (1993),Limites municipales de 301 municipios actualizado a 1993
GeoBolivia,fondos:314_municipios_1997,314 municipios (1997),"Limites administrativos de 314 municipios, actualizado a 1997"
GeoBolivia,fondos:327_municipios_2002,327municipios (2002),"Limites administrativos de 327 municipios, actualizado a 2002"
GeoBolivia,fondos:337_municipios_2010,337 municipios (2010),"Limites administrativos de 337 municipios, actualizado a 2010"
GeoBolivia,mdeyfp:Feria_LaPazExpone_2019,"5ta. Feria Internacional LA PAZ EXPONE 2019, Bolivia","Muestra la localización de la 5ta. Feria Internacional ""LAPAZ EXPONE 2019"", que se desarrolla en la Ciudad de La Paz en el Campo Ferial Chuquiago Marka en sus 3 bloques, ubicado en la zona de Bajo Següencoma avenida Costanera, del 4 al 14 de julio. Información obtenida del Ministerio de Economía y Finanzas Públicas a julio 2019."
GeoBolivia,ird:Acopiadores,Acopiadores,
GeoBolivia,GobMunicipal:metropoli_mineria_lpz,"Actividad Minera de la Región Metropolitana de La Paz, Bolivia 2017","Localiza los 26 centros mineros en la Región Metropolitana del Departamento de La Paz,  información obtenida del Atlas de la Región Metropolitana del Departamento de La Paz."
GeoBolivia,vturismo:actividades_turisticas_2012,Actividades turisticas en Bolivia,Distribución espacial de las actividades turísticas en territorio nacional 2012.
GeoBolivia,ird:Actores,Actores institucionales,Actores institucionales
GeoBolivia,aduana:administracion_aduanera_2018,"Administraciones Aduaneras, Bolivia 2018","Muestra los 62 puntos de administración aduanera, dentro y fuera del territorio nacional, esta información obtenida de la Aduana Nacional y actualizada a julio 2018."
GeoBolivia,ird:ADUCCIONES,Aduccion de agua,Aduccion de agua en la ciudad de La Paz y El Alto
GeoBolivia,aasana:aerodromos,Aerodromos 2013,Pistas y aeropuertos administrados por AASANA en territorio nacional
GeoBolivia,ac:aerodromos_privados_2012,Aerodromos Privados 2012,Pistas y helipuertos de uso privado administrados por la Dirección General de Aeronáutica Civil (DGAC)
GeoBolivia,mdpdd:aero1,Aeropuertos,Unidad de Ordenamiento Territorial - Mapa de Estructura Sociodemografica y Funcional del Territorio 2002
GeoBolivia,aasana:aeropuertos_2018,"Aeropuertos AASANA, Bolivia 2018","localización de los principales aeropuertos internacionales y nacionales que están en el territorio nacional, los mismos ocupan una superficie extensa de terreno con pistas adecuadas para el aterrizaje y despegue de aeronaves, información actualizada de la Administración de Aeropuertos y Servicios Auxiliares a la Navegación Aérea (AASANA), actualizado a junio 2018."
GeoBolivia,mdmaya:CBermejo_Agropecuario,"Agropecuarios - Cuenca Río Bermejo, Bolivia","Muestra los 47 proyectos agropecuarios realizados en el Cuenca del Río Bermejo del departamento de Tarija, desde 2010 al 2017, son parte del Programa Empoderar del Viceministerio de Desarrollo Rural y Agropecuario (VDRA), los tipos de producción son: Agrario, Apicultor, Avicultor, Floricultura, Pecuario, Piscicultor y otros. Información obtenida del del Viceministerio de Recursos Hídricos y Riego, ha agosto del 2017."
GeoBolivia,mdmaya:CPilcomayo_Agropecuario,"Agropecuarios - Cuenca Río Pilcomayo, Bolivia","Localiza los 357 proyectos agropecuarios realizados en el Cuenca del Río Pilcomayo , desde 2007 al 2017, son parte del Programa Empoderar del Viceministerio de Desarrollo Rural y Agropecuario (VDRA), los tipos de producción son: Agrario, Apicultor, Avicultor, Floricultura, Pecuario, Piscicultor, Electrificación, Saneamiento, Riego, Vial y otros. Información obtenida del Viceministerio de Recursos Hídricos y Riego, ha noviembre del 2017"
GeoBolivia,mdmaya:CRocha_ProyEmpoderar,"Agropecuarios - Cuenca Río Rocha, Bolivia","Muestra los 141 proyectos agropecuarios realizados en el Cuenca del Río Rocha del departamento de Cochabamba, desde 2011 al 2017, son parte del Programa Empoderar.  Información obtenida del del Viceministerio de Recursos Hídricos y Riego, ha agosto del 2017."
GeoBolivia,onu:ST20180210_FloodExtent_Cochabamba,Agua detectada a través de satélite en el Departamento de Cochabamba 2018,"Identifica el agua estancada detectada por satélite sobre el departamento de Cochabamba en Bolivia, a partir del 10 de febrero de 2018, luego de las fuertes lluvias que causaron graves inundaciones en la zona. El análisis se realizó utilizando imágenes de Sentinel -1b y Radarsat-2 a los días 9, 10 y 12 de febrero de 2018, respectivamente."
GeoBolivia,onu:RS20180209_FloodExtent_Trinidad,Agua detectada a través de satélite en el Departamento del Beni 2018,"Identifica el agua estancada detectada por satélite sobre el departamento de El Beni en Bolivia, a partir del 12 de febrero de 2018, luego de fuertes lluvias que causaron graves inundaciones en la zona."
GeoBolivia,vturismo:albergues_camping,"Albergues y Camping - DAKAR,2013","El mapa muestra la distribución y localización espacial de albergues y espacios habilitados para camping en territorio boliviano por donde se realizo el recorrido del DAKAR 2014. 
Elaborado por el Viceministerio de Turismo  del Estado Plurinacional de Bolivia con datos actualizados al mes de octubre de 2013."
GeoBolivia,mddef:Provincia_FrenteFrio_31072019,"Alerta Metereológica en Provincias mes Agosto, Bolivia 2019","Muestra las 33 provincias de 4 departamentos, donde se pronostica el ingreso de un frente frío que ocasionará descensos bruscos de temperaturas (entre 9º C y 12º C) a ocurrir entre el 1 al 4 agosto 2019, originando un nivel de Amenaza Meteorológica NARANJA, información obtenida del Servicio Nacional de Meteorología e Hidrología a fecha 30 de julio del 2019."
GeoBolivia,mddef:Municipios_AlertaRiesgo_MDef_06022019,"Alerta de Riesgo de Inundación, Deslizamiento, Desbordes y Riadas por lluvias constantes 05 febrero, Bolivia 2019","Muestra los 126 municipios en los 9 departamentos, donde 51 municipios estan en alerta amarilla, 64 en alerta naranja y 11 en alerta roja. Información obtenida del reporte diario nacional de alerta de riesgos y afectación SINAGER-SAT Nº 17 del Viceministerio de Defensa Civil, a 05 de febrero del 2019."
GeoBolivia,mddef:Municipios_AlertaRiesgo_MDef_07032019,"Alerta de Riesgo de Inundación, Deslizamiento, Desbordes y Riadas por lluvias constantes 07 marzo 2019, Bolivia","Muestra los 63  municipios con alerta de riesgo, 28 con alerta amarilla y 35 alerta naranja, en 8 departamentos, sobre la base de los reportes hidrológicos y complementando con los meteorológicos emitidos por el SENAMHI y SNHN. Información obtenida del reporte diario nacional de alerta y afectación Nº 42 del Viceministerio de Defensa Civil a 07 de marzo de 2019."
GeoBolivia,mddef:Municipios_AlertaRiesgo_MDef_13052019,"Alerta de Riesgo de Inundación, Deslizamiento, Desbordes y Riadas por lluvias constantes 13 mayo 2019, Bolivia","Muestra los 100  municipios con alerta de riesgo, 51 con alerta amarilla y 49 alerta naranja, en 7 departamentos, sobre la base de los reportes hidrológicos y complementando con los meteorológicos emitidos por el SENAMHI y SNHN. Información obtenida del reporte diario nacional de alerta y afectación Nº 105 del Viceministerio de Defensa Civil al 13 de mayo de 2019."
GeoBolivia,mddef:Municipio_Alerta_Inundacion_012019,"Alerta de Riesgo de Inundación, Deslizamiento, Desbordes y Riadas por lluvias constantes 14 enero, Bolivia 2019","Muestra los 62 municipios con alerta de riesgo de inundación en el territorio nacional con alerta amarilla son 31 y naranja son 31 municipios, datos sobre la base de los reportes hidro - meteorológicos emitido por el Senamhi, el día 13/01/2019, entre los días lunes 14 de enero del 2019, al miércoles 16 de enero del 2019, se analiza lo siguiente: Existe riesgo por lluvias y tormentas eléctricas moderadas y constantes, que generaran la subida de caudales en ríos. Información obtenida del Boletín de Riesgo Nacional Nº 04/19 del Viceministerio de Defensa Civil, a 16 de enero del 2019."
GeoBolivia,mddef:Municipios_AlertaRiesgo_MDef_18022019,"Alerta de Riesgo de Inundación, Deslizamiento, Desbordes y Riadas por lluvias constantes 18 febrero 2019, Bolivia","Muestra los municipios con alerta de riesgo de inundación, deslizamiento, desbordes y riadas por lluvias constantes en el territorio nacional con categorías amarilla y naranja Sobre la base de los reportes hidrológicos y complementando con los meteorológicos emitidos por el SENAMHI y SNHN, el día 18/02/2019.  Las cuales podría afectar a 96 municipios en los 9 departamentos, existen 61 municipios en alerta amarilla y 35 alerta naranja. Información obtenida del reporte diario nacional de alerta y afectación Nº 29 del Viceministerio de Defensa Civil a 20 de febrero de 2019."
GeoBolivia,mddef:Municipios_AlertaRiesgo_MDef_23042019,"Alerta de Riesgo de Inundación, Deslizamiento, Desbordes y Riadas por lluvias constantes 23 abril 2019, Bolivia","Muestra los 126  municipios con alerta de riesgo, 76 con alerta amarilla y 50 alerta naranja, en 8 departamentos, sobre la base de los reportes hidrológicos y complementando con los meteorológicos emitidos por el SENAMHI y SNHN. Información obtenida del reporte diario nacional de alerta y afectación Nº 87 del Viceministerio de Defensa Civil al 23 de abril de 2019."
